portal,portal_property_id,url,canonical_url,title,price,currency,expenses,expenses_currency,address,neighborhood,publisher_name,covered_area,semi_covered_area,total_area,rooms,bedrooms,bathrooms,age,parking_count,condition,orientation,floor,amenities,publication_date,description,detail_fetched,raw_data
demo-b,demo-00472,https://demo-b.example/aviso/demo-00472,https://demo-b.example/aviso/demo-00472,Departamento 1 ambientes en Belgrano,107000,USD,188000,ARS,Echeverría 4781,"Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,33.0,4.0,37.0,1,0,1,,1,A Estrenar,,0,,2026-08-19,"Departamento a estrenar en Belgrano, sobre Echeverría al 4700. Ideal para quienes buscan un primer hogar o una inversión con buena ubicación. Cuenta con 33 m² cubiertos más un balcón/terraza de 4 m², perfecto para disfrutar al aire libre. El ambiente es amplio y luminoso, con baño completo y cocina integrada. Incluye una cochera propia, un plus en la zona. El edificio es sin ascensor, pero de construcción reciente y muy bien terminado. Sin amenities, lo que mantiene las expensas bajas. Una oportunidad única en uno de los barrios más buscados de la Ciudad, cerca de comercios, transportes y espacios verdes. No dejes pasar este departamento a estrenar.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00473,https://demo-a.example/aviso/demo-00473,https://demo-a.example/aviso/demo-00473,Departamento 5 ambientes en Belgrano,325000,USD,,,"Blanco Encalada 5216, Piso 15","Belgrano, Capital Federal",Mirador Propiedades,124.5,,124.5,5,4,2,5,1,Bueno,Frente,15,"laundry, seguridad 24 h, sum, pileta, parrilla",2026-09-01,"Departamento de 5 ambientes en pleno Belgrano, sobre Blanco Encalada al 5200, una ubicación que combina la tranquilidad de un barrio residencial con la cercanía a todos los servicios. Se trata de una unidad **al frente**, en **piso 15**, con una excelente luminosidad y vistas despejadas que se disfrutan durante todo el día. Con 124 m² cubiertos, la distribución es muy funcional: 4 dormitorios, 2 baños y amplios ambientes pensados para vivir cómodo. El inmueble tiene **5 años de antigüedad** y se encuentra en **buen estado general**, listo para habitar o para ponerle tu sello personal.

El edificio cuenta con seguridad las 24 horas, laundry, SUM, pileta y parrilla para los fines de semana de sol. Incluye una cochera, un lujo que no te tenés que preocupar por buscar estacionamiento al volver. Ideal para familias que buscan espacio, confort y vida de barrio con todo a mano. Una oportunidad concreta para hacer la inversión en una de las zonas más buscadas de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00474,https://demo-b.example/aviso/demo-00474,https://demo-b.example/aviso/demo-00474,Departamento 5 ambientes en Belgrano,333000,USD,,,"Blanco Encalada 5200, Piso 15","Belgrano, Capital Federal",Sur & Asociados,120.6,,120.6,5,4,2,,1,Bueno,Frente,15,"laundry, seguridad 24 h, sum, pileta, parrilla",2026-09-05,"Blanco Encalada al 5200, pleno corazón de Belgrano. Departamento de 5 ambientes, 4 dormitorios y 2 baños completo, con 121 m² cubiertos y una excelente distribución. Es al frente, muy luminoso, con ascensor y cochera incluida. El edificio cuenta con seguridad las 24 horas, laundry, SUM, pileta y parrilla para disfrutar en familia. Ideal para quienes buscan espacio y comodidad en un barrio con todos los servicios cerca.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00473""}"
demo-b,demo-00475,https://demo-b.example/aviso/demo-00475,https://demo-b.example/aviso/demo-00475,Departamento 2 ambientes en Palermo,180000,USD,284000,ARS,Nicaragua 5587,"Palermo, Capital Federal",Grupo Arcos,43.6,3,46.6,,,,,,,,,,2026-08-24,"Departamento de dos ambientes en Nicaragua al 5500, Palermo. Son 44 m² cubiertos más un balcón terraza de 3 m², todo en muy buen estado. Está en piso 8, con ascensor, y cuenta con un dormitorio, un baño completo y una cocina integrada al living. La ubicación es ideal: cerca de bares, restaurantes y transporte público, pero en una calle tranquila. Sin cochera ni amenities, ideal para quienes buscan un primer hogar o una inversión en una de las mejores zonas de la ciudad.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00476,https://demo-b.example/aviso/demo-00476,https://demo-b.example/aviso/demo-00476,Departamento 2 ambientes en Palermo,183000,USD,271000,ARS,Charcas 4157,"Palermo, Capital Federal",Norte Propiedades,49.9,3,52.9,,,,,,,,,pileta,2026-05-26,"Departamento de 2 ambientes en pleno corazón de Palermo, sobre la calle Charcas al 4100. Se trata de una unidad en el piso 15, con una orientación lateral que garantiza privacidad y una vista bien particular de la ciudad. Son 50 metros cuadrados cubiertos más un balcón terraza de 3 metros, ideal para desayunar al aire libre o sumar un espacio de trabajo. El living comedor es amplio y se integra con la cocina, mientras que el dormitorio es cómodo y silencioso. El baño es completo y funcional.

La zona es inmejorable: estás a pasos de bares, restaurantes, subte y todos los servicios que ofrece Palermo. El edificio cuenta con pileta para disfrutar en los días de calor, un lujo en la ciudad. Sin lugar para guardar el auto, pero con la ventaja de tener todo a mano. Ideal para profesionales o parejas que buscan vivir en una de las zonas más buscadas de Buenos Aires, con metros cuadrados bien aprovechados y una ubicación que no se consigue todos los días.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00477,https://demo-b.example/aviso/demo-00477,https://demo-b.example/aviso/demo-00477,Departamento 4 ambientes en Palermo,399000,USD,501000,ARS,Honduras 1680,"Palermo, Capital Federal",Belgrano Brokers,100.7,,100.7,4,3,1,0,0,A Estrenar,Frente,9,sum,2026-06-12,"Departamento de 4 ambientes al frente, en el piso 9, con ascensor y a estrenar, en pleno Palermo. Son 101 m² cubiertos, con 3 dormitorios y 1 baño, ideal para quien busca luminosidad y vista abierta. El edificio cuenta con sum, perfecto para disfrutar sin salir de casa. Sin cochera, pero con una ubicación inmejorable: Honduras al 1600, a metros de los mejores bares, plazas y medios de transporte.

Emprendimiento en construcción. Las fotos corresponden al modelo de referencia. La entrega estimada es para fin de año, y esta unidad al frente garantiza aire y sol durante todo el día. Un piso 9 con ascensor, pensado para vivir cómodo y bien conectado, en una de las zonas más buscadas de la ciudad. Consultá por este 4 ambientes a estrenar, sin gastos de escritura adicionales por tiempo limitado.",true,"{""sintetico"": true, ""caso"": ""pozo"", ""duplicado_de"": null}"
demo-a,demo-00478,https://demo-a.example/aviso/demo-00478,https://demo-a.example/aviso/demo-00478,Departamento 4 ambientes en Palermo,455000,USD,,,"Arenales 5452, Piso 3","Palermo, Capital Federal",Sur & Asociados,107.7,12,119.7,4,3,2,15,0,Excelente,,3,"parrilla, sum, pileta",2026-06-28,"Departamento de 4 ambientes en pleno Palermo, sobre Arenales al 5400, a estrenar de impecable. Son 108 m² cubiertos más 12 m² de balcón/terraza que suman un lindo pulmón al aire libre. Piso 3 con ascensor, y algo importante: está en excelente estado, bien conservado a pesar de sus 15 años de antigüedad, así que no vas a tener que invertir en refacciones grandes. La distribución es clásica y funcional: 3 dormitorios, con el principal de buen tamaño, y 2 baños completos, uno de ellos en suite. La cocina es amplia, con comedor diario, ideal para el día a día sin ensuciar el living.

El edificio es de categoría, con parrilla en la terraza para compartir, SUM para juntadas y pileta para refrescarte en verano. No incluye cochera, pero en la zona estacionás en la calle o en garage a media cuadra. La ubicación es de las mejores: cerca de todo, con verde, bares y subte a unas cuadras. Ideal para los que buscan un depto bien puesto, luminoso y con amenities, sin el ruido del centro pero con la vida de barrio de Palermo. Consultá por las condiciones de financiación, pero ojo, se va solo.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00479,https://demo-b.example/aviso/demo-00479,https://demo-b.example/aviso/demo-00479,Departamento 2 ambientes en Palermo,84000,USD,323000,ARS,"Cabello 4308, Piso 15","Palermo, Capital Federal",Belgrano Brokers,37.3,5,42.3,2,1,1,30,0,A Refaccionar,,15,"parrilla, pileta, gimnasio, seguridad 24 h, solarium",2026-08-08,"Departamento de dos ambientes en Palermo, sobre la calle Cabello al 4300. Con 37 m² cubiertos más 5 m² de balcón terraza, ideal para quienes buscan un punto de partida en una de las zonas más buscadas de la Ciudad. Cuenta con un dormitorio, un baño y espacios a refaccionar, lo que permite ponerlo a gusto y sumarle valor; tiene 30 años de antigüedad y conserva ese encanto de los edificios clásicos de la zona. El edificio ofrece amenities completos: pileta, parrilla, gimnasio, solarium y seguridad las 24 horas. Sin cochera, pero con todo lo necesario para vivir cómodo en el corazón de Palermo.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00480,https://demo-a.example/aviso/demo-00480,https://demo-a.example/aviso/demo-00480,Departamento 2 ambientes en Belgrano,121000,USD,,,"Zabala 5568, Piso 15","Belgrano, Capital Federal",Grupo Arcos,47.2,,47.2,2,1,1,5,0,Bueno,Contrafrente,15,,2026-07-23,"Departamento de 2 ambientes en pleno corazón de Belgrano, sobre Zabala al 5500, una zona que combina la tranquilidad de un barrio de casas con la cercanía de los bares y el subte. El living comedor se integra con la cocina, que está equipada y resulta funcional para el día a día. El dormitorio, bien proporcionado, da al contrafrente, lo que garantiza silencio para descansar. El baño es completo y el departamento tiene 5 años de antigüedad, por lo que se encuentra en buen estado general, con detalles modernos y aprovechando cada metro cuadrado de sus 47 metros cubiertos.

Pensado para quien arranca o para una pareja chica, este dos ambientes ofrece todo lo necesario sin los costos de mantenimiento de edificios con amenities. Al no tener cochera, el valor del alquiler o la expensa se vuelve más accesible, y la ubicación compensa con creces: escuelas, plazas y la Av. Cabildo a pocas cuadras. Ideal para vivir en una de las zonas más lindas de la Ciudad, con la vida de barrio bien porteña y la practicidad de un 2 ambientes bien resuelto. Consultá por visitas.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00481,https://demo-b.example/aviso/demo-00481,https://demo-b.example/aviso/demo-00481,Departamento 2 ambientes en Belgrano,118000,USD,,,"Zabala 5500, Piso 15","Belgrano, Capital Federal",Estudio Lacroze,46.8,,46.8,2,1,1,5,0,Bueno,,15,,2026-08-01,"Departamento de 2 ambientes en Belgrano, sobre Zabala al 5500, pleno corazón del barrio. Tiene 47 metros cuadrados cubiertos, con un dormitorio y un baño completo, y cuenta con ascensor, ideal para quien busca practicidad sin renunciar a la zona. El edificio tiene 5 años de antigüedad, lo que se nota en los detalles de construcción y en los espacios bien aprovechados. Sin cochera ni amenities, pero con la ventaja de estar cerca de todo: comercios, subte y los parques de Belgrano. Una oportunidad concreta para vivir en una de las mejores zonas de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00480""}"
demo-a,demo-00482,https://demo-a.example/aviso/demo-00482,https://demo-a.example/aviso/demo-00482,Departamento 2 ambientes en Palermo,140000,USD,,,"Armenia 2913, Piso 1","Palermo, Capital Federal",Belgrano Brokers,38.2,,38.2,2,1,1,,0,Muy Bueno,,1,,2026-06-08,"Departamento de dos ambientes en el corazón de Palermo, sobre la calle Armenia al 2900. Piso 1, con 38 metros cuadrados cubiertos en muy buen estado. Cuenta con un dormitorio, un baño y una distribución funcional que aprovecha cada metro. Ideal para quienes buscan un primer hogar o una inversión en una zona de alto valor comercial, rodeada de bares, restaurantes y medios de transporte. El edificio no cuenta con cochera ni amenities, lo que mantiene expensas acotadas. Una oportunidad concreta para vivir en uno de los barrios más buscados de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00483,https://demo-a.example/aviso/demo-00483,https://demo-a.example/aviso/demo-00483,Departamento 2 ambientes en Belgrano,183000,USD,244000,ARS,Vuelta de Obligado 5001,"Belgrano, Capital Federal",Grupo Arcos,57.0,3,60.0,,,,,,,,,"solarium, parrilla, pileta, seguridad 24 h, gimnasio",2026-06-29,"Departamento de 2 ambientes en Vuelta de Obligado al 5000, Belgrano. Es un piso 1 al frente, con 57 m² cubiertos más 3 m² de balcón terraza. Tiene 30 años de antigüedad y se encuentra en excelente estado, listo para mudarse. Cuenta con un dormitorio, un baño completo y una cocina integrada al living comedor. La orientación al frente le da muy buena luz durante todo el día.

El edificio ofrece amenities de primer nivel: solarium, parrilla, pileta, gimnasio y seguridad 24 horas. Sin cochera, pero la ubicación en Belgrano te permite dejar el auto en la puerta o usar los estacionamientos de la zona. Ideal para quienes buscan un departamento bien mantenido, con espacios al aire libre y servicios exclusivos sin salir de casa.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00484,https://demo-b.example/aviso/demo-00484,https://demo-b.example/aviso/demo-00484,Departamento 3 ambientes en Palermo,341000,USD,314000,ARS,"Bulnes 3584, Piso 4","Palermo, Capital Federal",Mirador Propiedades,93.7,12,105.7,3,2,1,30,0,Muy Bueno,Lateral,4,,2026-08-15,"Departamento de 3 ambientes en pleno Palermo, sobre Bulnes al 3500. Está en piso 4 con ascensor, cuenta con una superficie cubierta de 94 m² más 12 m² de balcón/terraza, y se encuentra en muy buen estado. Tiene 30 años de antigüedad, dos dormitorios, un baño, y su orientación lateral le da una linda luz natural durante el día. Sin cochera ni amenities, ideal para quienes buscan un piso clásico bien ubicado, cerca de bares, parques y transporte.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00485,https://demo-a.example/aviso/demo-00485,https://demo-a.example/aviso/demo-00485,Departamento 2 ambientes en Belgrano,175000,USD,460000,ARS,"Olazábal 2313, Piso 9","Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,52.5,12,64.5,2,1,1,25,0,Excelente,,9,"sum, pileta",2026-07-18,"Departamento de dos ambientes en pleno Belgrano, sobre Olazábal al 2300, a metros de todo. Se trata de un piso 9 con ascensor, luminoso y con una terraza de 12 m² que invita a desayunar al aire libre o a armar un sillón con vista. Los 52 m² cubiertos están bien distribuidos: living comedor amplio, un dormitorio con buena placard, y un baño completo. La cocina, independiente, está lista para que le pongas tu onda. El edificio tiene 25 años de antigüedad, lo que suma una buena estructura y vecinos estables, y cuenta con sum y pileta en el roof garden, ideales para escapar del calor sin moverte de tu piso. Sin cochera, pero con estaciones de subte y colectivos a la vuelta, y la avenida Cabildo caminando. Una oportunidad para quienes buscan un dos ambientes canchero en una de las zonas más arboladas y seguras de la ciudad. Ideal inversor o para arrancar.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
